Genus_species,Domain,Phylum,Class,Order,Family,Genus
Lautropia_mirabilis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
Lawsonella_clevelandensis,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,Lawsonella
Lawsonia_intracellularis,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia
Leadbetterella_byssophila,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella
Leclercia_adecarboxylata,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia
Leclercia_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia
Legionella_cherrii,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_clemsonensis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_endosymbiont,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_fallonii,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_hackeliae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_jordanis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_lansingensis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_longbeachae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_oakridgensis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_pneumophila,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_sainthelensi,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_spiritensis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Legionella_waltersii,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Leifsonia_xyli,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia
Leisingera_methylohalidivorans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacteriales,Rhodobacteraceae,Leisingera
Lelliottia_amnigena,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia
Lelliottia_nimipressuralis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia
Lelliottia_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia
Leminorella_richardii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Leminorella
Lentibacillus_amyloliquefaciens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus
Lentzea_guizhouensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea
Leptolyngbya_boryana,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Leptolyngbyaceae,Leptolyngbya
Leptolyngbya_sp,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Leptolyngbyaceae,Leptolyngbya
Leptospira_alstonii,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospira_biflexa,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospira_borgpetersenii,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospira_interrogans,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospira_kmetyi,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospira_mayottensis,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospira_santarosai,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptotrichiaceae,Leptospira
Leptospirillum_ferriphilum,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum
Leptospirillum_ferrooxidans,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum
Leptospirillum_sp,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum
Leptothrix_cholodnii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,NA,Leptothrix
Leptotrichia_buccalis,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Leptotrichia_sp,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Leucobacter_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
Leuconostoc_carnosum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_citreum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_garlicum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_gelidum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_kimchii,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_mesenteroides,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Leuconostoc_sp,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Levyella_sp,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,Levyella
Liberibacter_crescens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter
Limnobaculum_parvum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Limnobaculum
Limnochorda_pilosa,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda
Limnohabitans_sp,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
Listeria_grayi,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Listeria_innocua,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Listeria_ivanovii,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Listeria_monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Listeria_seeligeri,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Listeria_welshimeri,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Loktanella_vestfoldensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacteriales,Rhodobacteraceae,Yoonia
Lonsdalea_britannica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Lonsdalea
Luteibacter_rhizovicinus,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter
Luteimonas_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
Luteipulveratus_mongoliensis,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Luteipulveratus
Luteitalea_pratensis,Bacteria,Acidobacteria,NA,NA,Vicinamibacteraceae,Luteitala
Lutibacter_profundi,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter
Lutibacter_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter
Lysinibacillus_fusiformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus
Lysinibacillus_sp,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus
Lysinibacillus_sphaericus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus
Lysinibacillus_varians,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus
Lysinimonas_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas
Lysobacter_antibioticus,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Lysobacter_capsici,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Lysobacter_enzymogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Lysobacter_gummosus,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Lysobacter_maris,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Lysobacter_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Macrococcus_canis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcacceae,Macrococcus
Macrococcus_caseolyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcacceae,Macrococcus
Macrococcus_sp,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcacceae,Macrococcus
Mageeibacillus_indolicus,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Mageeibacillus
Magnetococcus_marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus
Magnetospira_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirllales,Rhodospirillaceae,Magnetospira
Magnetospirillum_gryphiswaldense,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirllales,Rhodospirillaceae,Magnetospirillum
Magnetospirillum_magneticum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirllales,Rhodospirillaceae,Magnetospirillum
Magnetospirillum_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirllales,Rhodospirillaceae,Magnetospirillum
Mahella_australiensis,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,NA,Mahella
Mannheimia_haemolytica,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
Mannheimia_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
Mannheimia_succiniciproducens,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
Mannheimia_varigena,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
Maribacter_cobaltidurans,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
Maribacter_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
Maricaulis_maris,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacteriales,Hyphomonadaceae,Maricaulis
Marichromatium_purpuratum,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
Marinifilaceae_bacterium,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum
Mariniflexile_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile
Marinilactibacillus_sp,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus
Marinithermus_hydrothermalis,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus
Marinitoga_piezophila,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga
Marinitoga_sp,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga
Marinobacter_hydrocarbonoclasticus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Marinobacter_psychrophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Marinobacter_salarius,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Marinobacter_salinus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Marinobacter_similis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Marinobacter_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacteri
Marinobacterium_aestuarii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium
Marinomonas_mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
Marinomonas_posidonica,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
Marinomonas_sp,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
Marinovum_algicola,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacteriales,Rhodobacteraceae,Marinovum
Mariprofundus_aestuarium,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus
Mariprofundus_ferrinatatus,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus
Maritalea_myrionectae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Maritalea
Marivirga_tractuosa,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga
Marivivens_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacteriales,Rhodobacteraceae,Marivivens
Martelella_endophytica,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella
Martelella_mediterranea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella
Martelella_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella
Massilia_oculi,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Massilia_putida,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Massilia_sp,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Megamonas_hypermegale,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas
Megasphaera_elsdenii,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera
Megasphaera_hexanoica,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera
Megasphaera_stantonii,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera
Meiothermus_ruber,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora
Meiothermus_silvanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora
Melaminivora_sp,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora
Melioribacter_roseus,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter
Melissococcus_plutonius,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcacceae,Melissococcus
Melittangium_boletus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Melittangium
Mesoplasma_chauliocola,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesoplasma_coleopterae,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesoplasma_entomophilum,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesoplasma_florum,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesoplasma_lactucae,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesoplasma_syrphidae,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesoplasma_tabanidae,Bacteria,Tenericutes,Mollicutes,Entemoplasmatales,Entemoplasmataceae,Mesoplasma
Mesorhizobium_amorphae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesorhizobium_australicum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesorhizobium_ciceri,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesorhizobium_loti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesorhizobium_oceanicum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesorhizobium_opportunistum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesorhizobium_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Mesotoga_prima,Bacteria,Thermotogae,Thermotogae,Kosmotagales,Kosmotogaceae,Mesotoga
Metakosakonia_sp,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Metallosphaera_cuprina,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera
Metallosphaera_hakonensis,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera
Metallosphaera_sedula,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera
Methanobacterium_congolense,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Methanobacterium_formicicum,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Methanobacterium_lacus,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Methanobacterium_paludis,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Methanobacterium_sp,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Methanobacterium_subterraneum,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Methanobrevibacter_millerae,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Methanobrevibacter_olleyae,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Methanobrevibacter_ruminantium,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Methanobrevibacter_smithii,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Methanobrevibacter_sp,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Methanocaldococcus_bathoardescens,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Methanocaldococcus_fervens,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Methanocaldococcus_infernus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Methanocaldococcus_jannaschii,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Methanocaldococcus_sp,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Methanocaldococcus_vulcanius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcacceae,Methanocaldococcus
Methanocella_arvoryzae,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
Methanocella_conradii,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
Methanocella_paludicola,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
Methanococcoides_burtonii,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides
Methanococcoides_methylutens,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides
Methanococcus_aeolicus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus_maripaludis,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus_vannielii,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus_voltae,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanocorpusculum_labreanum,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum
Methanoculleus_bourgensis,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus
Methanoculleus_marisnigri,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus
Methanoculleus_sp,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus
Methanogenic_archaeon,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,NA,NA
Methanohalobium_evestigatum,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalobium
Methanohalophilus_halophilus,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus
Methanohalophilus_mahii,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus
Methanolacinia_petrolearia,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia
Methanolobus_psychrophilus,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus
Methanomethylovorans_hollandica,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethlovorans
Methanoregula_boonei,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
Methanoregula_formicica,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
Methanosaeta_concilii,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanothrix
Methanosaeta_harundinacea,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanothrix
Methanosalsum_zhilinae,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum
Methanosarcina_acetivorans,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_barkeri,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_horonobensis,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_lacustris,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_mazei,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_siciliae,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_sp,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_thermophila,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosarcina_vacuolata,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
Methanosphaera_sp,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera
Methanosphaera_stadtmanae,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera
Methanosphaerula_palustris,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
Methanospirillum_hungatei,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
Methanothermobacter_marburgensis,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
Methanothermobacter_sp,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
Methanothermobacter_thermautotrophicus,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
Methanothermobacter_wolfeii,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
Methanothermococcus_okinawensis,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus
Methanothermus_fervidus,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus
Methanotorris_igneus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris
Methylacidiphilum_fumariolicum,Bacteria,Verrumicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum
Methylacidiphilum_infernorum,Bacteria,Verrumicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum
Methylibium_petroleiphilum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,NA,Methylibium
Methylobacillus_flagellatus,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus
Methylobacterium_aquaticum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Methylobacterium_extorquens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Methylobacterium_nodulans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Methylobacterium_oryzae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Methylobacterium_phyllosphaerae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Methylobacterium_populi,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Methylobacterium_radiotolerans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
